id,name,family,price
71944,HotPink Sweatshirt,Sweatshirt,40.26
71945,Aquamarine Sweatshirt,Sweatshirt,74.12
71946,Wheat Jacket,Jacket,98.85
71947,DarkCyan Sweatshirt,Sweatshirt,58.71
71948,BlanchedAlmond Jacket,Jacket,94.7
71949,Turquoise Sweatshirt,Sweatshirt,98.68
71950,Brown Shirt,Shirt,42.32
71951,PaleGoldenRod Shirt,Shirt,58.1
71952,MediumPurple Sweatshirt,Sweatshirt,69.7
71953,DarkBlue Sweatshirt,Sweatshirt,80.16
71954,LightSteelBlue Sweatshirt,Sweatshirt,99.73
71955,DeepPink Shirt,Shirt,62.54
71956,Magenta Shirt,Shirt,33.2
71957,Chartreuse Sweatshirt,Sweatshirt,91.03
71958,Salmon Sweatshirt,Sweatshirt,79.18
71959,LightCyan Sweatshirt,Sweatshirt,22.11
71960,PaleTurquoise Sweatshirt,Sweatshirt,98.0
71961,Magenta Sweatshirt,Sweatshirt,37.44
71962,Purple Sweatshirt,Sweatshirt,72.32
71963,SandyBrown Sweatshirt,Sweatshirt,85.43
71964,WhiteSmoke Sweatshirt,Sweatshirt,72.96
71965,Chocolate Shirt,Shirt,81.25
71966,Aquamarine Shirt,Shirt,41.93
71967,LimeGreen Shirt,Shirt,95.13
71968,Lavender Shirt,Shirt,27.16
71969,Silver Jacket,Jacket,68.14
71970,OldLace Shirt,Shirt,47.37
71971,AliceBlue Jacket,Jacket,77.44
71972,SpringGreen Shirt,Shirt,20.11
71973,Brown Sweatshirt,Sweatshirt,83.67
71974,DeepPink Jacket,Jacket,27.84
71975,FloralWhite Sweatshirt,Sweatshirt,35.28
71976,CornflowerBlue Sweatshirt,Sweatshirt,35.53
71977,LightPink Sweatshirt,Sweatshirt,67.38
71978,BlanchedAlmond Shirt,Shirt,40.59
71979,Plum Shirt,Shirt,22.59
71980,Red Sweatshirt,Sweatshirt,98.31
71981,SteelBlue Sweatshirt,Sweatshirt,79.39
71982,Purple Jacket,Jacket,23.33
71983,MediumSlateBlue Sweatshirt,Sweatshirt,32.02
71984,GreenYellow Shirt,Shirt,72.45
71985,DarkOrange Shirt,Shirt,27.77
71986,DarkViolet Sweatshirt,Sweatshirt,97.53
71987,IndianRed Sweatshirt,Sweatshirt,96.46
71988,FireBrick Jacket,Jacket,57.75
71989,SeaGreen Shirt,Shirt,61.38
71990,PeachPuff Sweatshirt,Sweatshirt,42.07
71991,Chartreuse Sweatshirt,Sweatshirt,24.12
71992,Purple Sweatshirt,Sweatshirt,37.27
71993,Olive Sweatshirt,Sweatshirt,26.41
71994,MediumAquaMarine Sweatshirt,Sweatshirt,83.05
71995,DarkSlateGray Sweatshirt,Sweatshirt,66.23
71996,OrangeRed Sweatshirt,Sweatshirt,74.09
71997,Wheat Sweatshirt,Sweatshirt,20.47
71998,CornflowerBlue Jacket,Jacket,23.11
71999,Thistle Sweatshirt,Sweatshirt,66.55
72000,Turquoise Sweatshirt,Sweatshirt,42.42
72001,LimeGreen Shirt,Shirt,32.01
72002,SaddleBrown Sweatshirt,Sweatshirt,94.14
72003,Chartreuse Jacket,Jacket,54.36
72004,LightPink Sweatshirt,Sweatshirt,44.04
72005,DarkOliveGreen Shirt,Shirt,48.32
72006,ForestGreen Sweatshirt,Sweatshirt,58.28
72007,RoyalBlue Sweatshirt,Sweatshirt,52.98
72008,GreenYellow Shirt,Shirt,53.98
72009,LightSeaGreen Shirt,Shirt,59.68
72010,SaddleBrown Shirt,Shirt,57.96
72011,SandyBrown Shirt,Shirt,50.24
72012,DarkSalmon Shirt,Shirt,32.56
72013,Violet Jacket,Jacket,39.84
72014,RosyBrown Jacket,Jacket,44.49
72015,Tomato Shirt,Shirt,44.07
72016,LimeGreen Sweatshirt,Sweatshirt,70.67
72017,LightSeaGreen Sweatshirt,Sweatshirt,35.09
72018,CadetBlue Sweatshirt,Sweatshirt,27.44
72019,DarkCyan Shirt,Shirt,40.29
72020,Teal Sweatshirt,Sweatshirt,77.66
72021,Aqua Shirt,Shirt,82.38
72022,PaleGreen Sweatshirt,Sweatshirt,26.13
72023,PapayaWhip Sweatshirt,Sweatshirt,92.52
72024,Salmon Sweatshirt,Sweatshirt,50.22
72025,SpringGreen Shirt,Shirt,92.14
72026,Moccasin Jacket,Jacket,31.0
72027,RosyBrown Jacket,Jacket,96.63
72028,Peru Sweatshirt,Sweatshirt,84.96
72029,LightCoral Jacket,Jacket,94.71
72030,Turquoise Sweatshirt,Sweatshirt,88.35
72031,DarkRed Sweatshirt,Sweatshirt,55.05
72032,GreenYellow Sweatshirt,Sweatshirt,70.57
72033,BlanchedAlmond Sweatshirt,Sweatshirt,40.84
72034,SteelBlue Shirt,Shirt,33.1
72035,PeachPuff Sweatshirt,Sweatshirt,67.82
72036,MediumOrchid Sweatshirt,Sweatshirt,38.52
72037,Turquoise Sweatshirt,Sweatshirt,56.6
72038,Navy Sweatshirt,Sweatshirt,57.0
72039,LightSalmon Sweatshirt,Sweatshirt,66.43
72040,Sienna Shirt,Shirt,61.27
72041,DarkSlateGray Sweatshirt,Sweatshirt,93.49
72042,Gray Jacket,Jacket,84.43
72043,Green Jacket,Jacket,29.36
72044,GreenYellow Shirt,Shirt,67.41
72045,DarkBlue Jacket,Jacket,87.17
72046,Brown Shirt,Shirt,80.51
72047,SpringGreen Sweatshirt,Sweatshirt,47.1
72048,Gray Sweatshirt,Sweatshirt,46.34
72049,Fuchsia Sweatshirt,Sweatshirt,66.17
72050,DeepPink Jacket,Jacket,32.42
72051,Black Jacket,Jacket,75.37
72052,LimeGreen Sweatshirt,Sweatshirt,97.42
72053,DeepSkyBlue Shirt,Shirt,21.73
72054,Tomato Shirt,Shirt,38.91
72055,GoldenRod Shirt,Shirt,47.86
72056,DarkRed Sweatshirt,Sweatshirt,52.64
72057,SlateBlue Sweatshirt,Sweatshirt,90.41
72058,Sienna Shirt,Shirt,42.12
72059,GhostWhite Sweatshirt,Sweatshirt,93.18
72060,Navy Shirt,Shirt,41.64
72061,MediumAquaMarine Sweatshirt,Sweatshirt,69.58
72062,Fuchsia Sweatshirt,Sweatshirt,41.05
72063,Aqua Sweatshirt,Sweatshirt,80.76
72064,Ivory Sweatshirt,Sweatshirt,87.02
72065,Purple Sweatshirt,Sweatshirt,73.55
72066,Maroon Jacket,Jacket,22.21
72067,FireBrick Sweatshirt,Sweatshirt,89.01
72068,AntiqueWhite Shirt,Shirt,51.95
72069,Purple Shirt,Shirt,52.68
72070,LimeGreen Sweatshirt,Sweatshirt,62.76
72071,IndianRed Shirt,Shirt,48.61
72072,Khaki Sweatshirt,Sweatshirt,78.02
72073,YellowGreen Shirt,Shirt,34.61
72074,SeaShell Jacket,Jacket,92.21
72075,Blue Sweatshirt,Sweatshirt,32.18
72076,DeepPink Shirt,Shirt,48.86
72077,SlateBlue Jacket,Jacket,58.05
72078,Chocolate Sweatshirt,Sweatshirt,90.83
72079,PaleTurquoise Jacket,Jacket,44.5
72080,Lime Shirt,Shirt,24.93
72081,Orange Shirt,Shirt,76.04
72082,Gold Shirt,Shirt,29.93
72083,Aquamarine Sweatshirt,Sweatshirt,80.39
72084,Pink Shirt,Shirt,75.41
72085,Tomato Sweatshirt,Sweatshirt,22.14
72086,DeepSkyBlue Jacket,Jacket,28.93
72087,FloralWhite Sweatshirt,Sweatshirt,73.66
72088,Blue Shirt,Shirt,31.53
72089,OrangeRed Shirt,Shirt,91.58
72090,Linen Shirt,Shirt,70.52
72091,MintCream Sweatshirt,Sweatshirt,72.99
72092,LemonChiffon Shirt,Shirt,60.1
72093,Violet Sweatshirt,Sweatshirt,82.81
72094,NavajoWhite Sweatshirt,Sweatshirt,22.68
72095,LightSteelBlue Shirt,Shirt,85.05
72096,Aqua Sweatshirt,Sweatshirt,20.66
72097,IndianRed Jacket,Jacket,35.22
72098,LightYellow Shirt,Shirt,92.07
72099,MidnightBlue Shirt,Shirt,88.55
72100,Maroon Sweatshirt,Sweatshirt,48.24
72101,BlanchedAlmond Shirt,Shirt,61.67
72102,SlateGray Shirt,Shirt,79.86
72103,LightSteelBlue Sweatshirt,Sweatshirt,62.3
72104,DarkSalmon Jacket,Jacket,91.81
72105,Brown Jacket,Jacket,48.44
72106,Snow Shirt,Shirt,32.66
72107,Chartreuse Sweatshirt,Sweatshirt,58.18
72108,DarkBlue Shirt,Shirt,56.25
72109,CadetBlue Sweatshirt,Sweatshirt,92.08
72110,DarkSalmon Sweatshirt,Sweatshirt,59.4
72111,WhiteSmoke Shirt,Shirt,63.13
72112,LightGoldenRodYellow Sweatshirt,Sweatshirt,33.34
72113,DarkBlue Shirt,Shirt,78.95
72114,Coral Sweatshirt,Sweatshirt,97.67
72115,Beige Sweatshirt,Sweatshirt,79.43
72116,DimGray Sweatshirt,Sweatshirt,66.73
72117,YellowGreen Sweatshirt,Sweatshirt,25.65
72118,PowderBlue Sweatshirt,Sweatshirt,82.1
72119,BlanchedAlmond Sweatshirt,Sweatshirt,22.04
72120,LightBlue Shirt,Shirt,43.12
72121,Gold Shirt,Shirt,42.53
72122,Navy Shirt,Shirt,24.86
72123,CadetBlue Shirt,Shirt,43.56
72124,IndianRed Shirt,Shirt,85.11
72125,Coral Sweatshirt,Sweatshirt,80.34
72126,Aquamarine Sweatshirt,Sweatshirt,34.98
72127,Magenta Sweatshirt,Sweatshirt,26.54
72128,Azure Shirt,Shirt,37.81
72129,LemonChiffon Jacket,Jacket,25.43
72130,GoldenRod Shirt,Shirt,59.13
72131,Sienna Shirt,Shirt,49.57
72132,MediumSlateBlue Shirt,Shirt,69.33
72133,Indigo Sweatshirt,Sweatshirt,68.18
72134,DarkGray Sweatshirt,Sweatshirt,83.71
72135,LightSeaGreen Sweatshirt,Sweatshirt,72.51
72136,Plum Sweatshirt,Sweatshirt,29.81
72137,Teal Sweatshirt,Sweatshirt,56.3
72138,Khaki Shirt,Shirt,72.19
72139,PeachPuff Sweatshirt,Sweatshirt,95.98
72140,MediumSeaGreen Sweatshirt,Sweatshirt,82.41
72141,Khaki Shirt,Shirt,76.1
72142,Snow Shirt,Shirt,65.25
72143,Aquamarine Sweatshirt,Sweatshirt,51.46
72144,PowderBlue Shirt,Shirt,91.94
72145,Maroon Sweatshirt,Sweatshirt,87.39
72146,RoyalBlue Sweatshirt,Sweatshirt,85.6
72147,SaddleBrown Shirt,Shirt,86.45
72148,LavenderBlush Sweatshirt,Sweatshirt,85.08
72149,SaddleBrown Shirt,Shirt,89.03
72150,AliceBlue Shirt,Shirt,55.24
72151,Black Jacket,Jacket,50.1
72152,DarkGoldenRod Sweatshirt,Sweatshirt,85.09
72153,Pink Sweatshirt,Sweatshirt,76.96
72154,LavenderBlush Jacket,Jacket,34.79
72155,DarkTurquoise Sweatshirt,Sweatshirt,76.96
72156,Azure Sweatshirt,Sweatshirt,20.61
72157,Cornsilk Shirt,Shirt,79.36
72158,Orchid Sweatshirt,Sweatshirt,67.52
72159,PaleTurquoise Sweatshirt,Sweatshirt,83.91
72160,BlanchedAlmond Shirt,Shirt,34.1
72161,Gray Shirt,Shirt,67.24
72162,LawnGreen Jacket,Jacket,92.62
72163,Salmon Sweatshirt,Sweatshirt,72.78
72164,Green Jacket,Jacket,31.18
72165,MediumBlue Shirt,Shirt,29.06
72166,OldLace Sweatshirt,Sweatshirt,55.13
72167,PaleTurquoise Shirt,Shirt,29.45
72168,Linen Shirt,Shirt,22.73
72169,Brown Shirt,Shirt,84.84
72170,Maroon Shirt,Shirt,75.96
72171,LightCoral Shirt,Shirt,58.02
72172,DarkSeaGreen Sweatshirt,Sweatshirt,87.52
72173,Blue Sweatshirt,Sweatshirt,69.05
72174,MediumSpringGreen Sweatshirt,Sweatshirt,91.84
72175,MediumSlateBlue Sweatshirt,Sweatshirt,33.49
72176,LightCoral Shirt,Shirt,63.06
72177,MintCream Sweatshirt,Sweatshirt,97.33
72178,PapayaWhip Shirt,Shirt,44.83
72179,AliceBlue Shirt,Shirt,44.15
72180,LightBlue Sweatshirt,Sweatshirt,35.3
72181,Lavender Sweatshirt,Sweatshirt,71.72
72182,SlateBlue Jacket,Jacket,71.42
72183,Fuchsia Jacket,Jacket,53.41
72184,Purple Jacket,Jacket,97.53
72185,DarkViolet Sweatshirt,Sweatshirt,23.94
72186,PaleVioletRed Jacket,Jacket,84.13
72187,DarkOrchid Sweatshirt,Sweatshirt,52.12
72188,MediumSlateBlue Sweatshirt,Sweatshirt,49.73
72189,DodgerBlue Jacket,Jacket,84.49
72190,Orange Jacket,Jacket,49.12
72191,LightYellow Sweatshirt,Sweatshirt,84.58
72192,DarkViolet Sweatshirt,Sweatshirt,38.32
72193,DeepPink Shirt,Shirt,67.3
72194,MistyRose Jacket,Jacket,26.63
72195,DarkOliveGreen Shirt,Shirt,27.95
72196,PapayaWhip Sweatshirt,Sweatshirt,89.95
72197,Turquoise Shirt,Shirt,83.91
72198,MediumVioletRed Sweatshirt,Sweatshirt,40.32
72199,BurlyWood Sweatshirt,Sweatshirt,30.93
72200,DarkTurquoise Shirt,Shirt,68.11
72201,Yellow Sweatshirt,Sweatshirt,65.4
72202,Linen Jacket,Jacket,98.05
72203,DarkSeaGreen Sweatshirt,Sweatshirt,57.56
72204,WhiteSmoke Shirt,Shirt,44.64
72205,Navy Shirt,Shirt,56.02
72206,Brown Shirt,Shirt,23.4
72207,OldLace Sweatshirt,Sweatshirt,62.95
72208,FloralWhite Sweatshirt,Sweatshirt,68.25
72209,LightSalmon Shirt,Shirt,89.28
72210,LightCyan Shirt,Shirt,63.91
72211,SkyBlue Jacket,Jacket,99.28
72212,Sienna Sweatshirt,Sweatshirt,99.77
72213,Beige Sweatshirt,Sweatshirt,41.53
72214,Cyan Sweatshirt,Sweatshirt,72.48
72215,SlateBlue Shirt,Shirt,77.68
72216,LemonChiffon Shirt,Shirt,56.97
72217,PowderBlue Shirt,Shirt,80.71
72218,Sienna Jacket,Jacket,54.14
72219,Cyan Sweatshirt,Sweatshirt,31.88
72220,DarkMagenta Shirt,Shirt,78.27
72221,Moccasin Sweatshirt,Sweatshirt,54.02
72222,Brown Sweatshirt,Sweatshirt,40.04
72223,PapayaWhip Shirt,Shirt,37.58
72224,LightSkyBlue Shirt,Shirt,65.67
72225,WhiteSmoke Sweatshirt,Sweatshirt,91.71
72226,MediumSlateBlue Shirt,Shirt,69.3
72227,LightBlue Jacket,Jacket,28.84
72228,DarkOrange Shirt,Shirt,38.82
72229,MediumSlateBlue Sweatshirt,Sweatshirt,38.48
72230,LightBlue Sweatshirt,Sweatshirt,81.22
72231,DimGray Sweatshirt,Sweatshirt,74.75
72232,Thistle Sweatshirt,Sweatshirt,90.3
72233,DarkRed Sweatshirt,Sweatshirt,57.59
72234,Aquamarine Sweatshirt,Sweatshirt,81.46
72235,DimGray Sweatshirt,Sweatshirt,57.56
72236,FloralWhite Shirt,Shirt,32.33
72237,OrangeRed Sweatshirt,Sweatshirt,83.53
72238,Blue Sweatshirt,Sweatshirt,72.68
72239,MediumSlateBlue Shirt,Shirt,36.81
72240,PowderBlue Jacket,Jacket,20.01
72241,DimGray Shirt,Shirt,59.04
72242,SaddleBrown Sweatshirt,Sweatshirt,27.14
72243,DimGray Shirt,Shirt,28.4
72244,SteelBlue Jacket,Jacket,60.76
72245,Olive Sweatshirt,Sweatshirt,50.33
72246,Violet Shirt,Shirt,88.66
72247,Purple Shirt,Shirt,60.4
72248,Silver Sweatshirt,Sweatshirt,83.11
72249,Orchid Sweatshirt,Sweatshirt,87.36
72250,MediumSpringGreen Sweatshirt,Sweatshirt,38.99
72251,Pink Sweatshirt,Sweatshirt,79.04
72252,DarkSalmon Jacket,Jacket,51.73
72253,WhiteSmoke Shirt,Shirt,21.41
72254,SeaShell Sweatshirt,Sweatshirt,23.07
72255,MediumSeaGreen Sweatshirt,Sweatshirt,27.76
72256,ForestGreen Jacket,Jacket,87.63
72257,Gainsboro Jacket,Jacket,32.12
72258,Linen Shirt,Shirt,87.72
72259,LightGreen Sweatshirt,Sweatshirt,85.14
72260,Gray Sweatshirt,Sweatshirt,20.75
72261,DarkKhaki Shirt,Shirt,63.48
72262,DarkRed Sweatshirt,Sweatshirt,78.27
72263,White Jacket,Jacket,56.4
72264,IndianRed Shirt,Shirt,33.55
72265,Beige Sweatshirt,Sweatshirt,66.11
72266,Pink Shirt,Shirt,93.4
72267,Gainsboro Shirt,Shirt,42.55
72268,Coral Sweatshirt,Sweatshirt,27.77
72269,SkyBlue Shirt,Shirt,76.99
72270,MediumSpringGreen Jacket,Jacket,41.48
72271,LightCyan Sweatshirt,Sweatshirt,96.27
72272,Salmon Shirt,Shirt,47.13
72273,SeaGreen Shirt,Shirt,94.64
72274,HotPink Sweatshirt,Sweatshirt,45.31
72275,SaddleBrown Sweatshirt,Sweatshirt,65.26
72276,LightPink Sweatshirt,Sweatshirt,64.79
72277,Coral Sweatshirt,Sweatshirt,32.12
72278,Sienna Sweatshirt,Sweatshirt,94.12
72279,Silver Shirt,Shirt,96.86
72280,OrangeRed Sweatshirt,Sweatshirt,45.77
72281,FloralWhite Shirt,Shirt,96.09
72282,DarkOliveGreen Shirt,Shirt,66.0
72283,Lime Jacket,Jacket,65.85
72284,Peru Shirt,Shirt,65.7
72285,DarkBlue Shirt,Shirt,65.56
72286,Chartreuse Jacket,Jacket,60.05
72287,CadetBlue Shirt,Shirt,50.15
72288,DarkSlateGray Shirt,Shirt,35.52
72289,Khaki Shirt,Shirt,36.54
72290,Bisque Shirt,Shirt,55.71
72291,SaddleBrown Shirt,Shirt,35.98
72292,MediumOrchid Sweatshirt,Sweatshirt,94.89
72293,Maroon Sweatshirt,Sweatshirt,46.57
72294,DarkKhaki Shirt,Shirt,49.4
72295,Purple Jacket,Jacket,33.22
72296,MediumAquaMarine Shirt,Shirt,81.41
72297,Linen Sweatshirt,Sweatshirt,94.97
72298,Yellow Shirt,Shirt,39.77
72299,LightYellow Shirt,Shirt,48.54
72300,Aquamarine Shirt,Shirt,40.3
72301,CornflowerBlue Sweatshirt,Sweatshirt,35.45
72302,Orchid Sweatshirt,Sweatshirt,34.05
72303,Thistle Sweatshirt,Sweatshirt,67.44
72304,Cyan Sweatshirt,Sweatshirt,79.37
72305,FireBrick Sweatshirt,Sweatshirt,71.61
72306,OldLace Shirt,Shirt,49.14
72307,Cyan Shirt,Shirt,60.87
72308,Aqua Shirt,Shirt,41.12
72309,Chocolate Shirt,Shirt,30.79
72310,LightSteelBlue Shirt,Shirt,54.28
72311,SteelBlue Shirt,Shirt,55.06
72312,Fuchsia Shirt,Shirt,43.26
72313,HoneyDew Shirt,Shirt,56.48
72314,LightCoral Sweatshirt,Sweatshirt,37.96
72315,Cornsilk Shirt,Shirt,75.98
72316,SaddleBrown Sweatshirt,Sweatshirt,38.09
72317,Silver Shirt,Shirt,46.73
72318,MediumSeaGreen Jacket,Jacket,57.26
72319,BlanchedAlmond Shirt,Shirt,36.8
72320,Maroon Shirt,Shirt,28.53
72321,WhiteSmoke Sweatshirt,Sweatshirt,47.39
72322,Sienna Jacket,Jacket,97.05
72323,DarkBlue Sweatshirt,Sweatshirt,89.17
72324,LimeGreen Jacket,Jacket,52.21
72325,LawnGreen Jacket,Jacket,20.52
72326,Moccasin Shirt,Shirt,32.62
72327,DarkGray Sweatshirt,Sweatshirt,58.5
72328,DeepSkyBlue Shirt,Shirt,72.35
72329,MediumSeaGreen Sweatshirt,Sweatshirt,70.74
72330,Wheat Shirt,Shirt,23.2
72331,SaddleBrown Sweatshirt,Sweatshirt,74.49
72332,MediumSlateBlue Shirt,Shirt,26.98
72333,Chartreuse Shirt,Shirt,37.63
72334,Orchid Sweatshirt,Sweatshirt,92.13
72335,DarkTurquoise Sweatshirt,Sweatshirt,41.31
72336,MediumSeaGreen Shirt,Shirt,68.77
72337,MediumTurquoise Sweatshirt,Sweatshirt,90.1
72338,Azure Shirt,Shirt,37.22
72339,BlueViolet Shirt,Shirt,82.06
72340,MintCream Sweatshirt,Sweatshirt,33.24
72341,Green Shirt,Shirt,33.89
72342,BlanchedAlmond Sweatshirt,Sweatshirt,46.33
72343,SlateGray Sweatshirt,Sweatshirt,56.34
72344,MediumBlue Sweatshirt,Sweatshirt,44.1
72345,DarkSalmon Shirt,Shirt,65.73
72346,Coral Jacket,Jacket,41.67
72347,DarkTurquoise Shirt,Shirt,38.01
72348,Lime Shirt,Shirt,29.22
72349,Indigo Shirt,Shirt,25.17
72350,MistyRose Sweatshirt,Sweatshirt,55.24
72351,Indigo Sweatshirt,Sweatshirt,94.01
72352,YellowGreen Jacket,Jacket,88.5
72353,DimGray Sweatshirt,Sweatshirt,58.5
72354,Navy Sweatshirt,Sweatshirt,59.14
72355,FireBrick Sweatshirt,Sweatshirt,22.44
72356,MediumBlue Shirt,Shirt,89.09
72357,MidnightBlue Shirt,Shirt,64.72
72358,Lavender Sweatshirt,Sweatshirt,87.65
72359,Khaki Shirt,Shirt,92.49
72360,DarkGreen Sweatshirt,Sweatshirt,20.82
72361,Olive Shirt,Shirt,59.56
72362,Blue Sweatshirt,Sweatshirt,78.81
72363,DarkTurquoise Shirt,Shirt,70.41
72364,CadetBlue Sweatshirt,Sweatshirt,34.95
72365,HotPink Sweatshirt,Sweatshirt,55.76
72366,MediumSpringGreen Sweatshirt,Sweatshirt,53.11
72367,PaleTurquoise Sweatshirt,Sweatshirt,68.67
72368,Cyan Sweatshirt,Sweatshirt,64.09
72369,DarkGoldenRod Sweatshirt,Sweatshirt,92.23
72370,DeepSkyBlue Shirt,Shirt,53.15
72371,Ivory Shirt,Shirt,59.21
72372,LimeGreen Shirt,Shirt,88.71
72373,MistyRose Shirt,Shirt,73.81
72374,Teal Sweatshirt,Sweatshirt,80.95
72375,Peru Shirt,Shirt,82.19
72376,LightGreen Shirt,Shirt,85.88
72377,Tomato Sweatshirt,Sweatshirt,54.4
72378,LightSeaGreen Sweatshirt,Sweatshirt,93.86
72379,MediumVioletRed Shirt,Shirt,79.71
72380,AntiqueWhite Sweatshirt,Sweatshirt,20.41
72381,MediumAquaMarine Sweatshirt,Sweatshirt,60.41
72382,LightGray Shirt,Shirt,66.46
72383,FireBrick Shirt,Shirt,80.34
72384,DimGray Sweatshirt,Sweatshirt,75.61
72385,LimeGreen Jacket,Jacket,99.33
72386,PapayaWhip Jacket,Jacket,33.1
72387,Beige Sweatshirt,Sweatshirt,31.27
72388,Thistle Shirt,Shirt,21.08
72389,Plum Shirt,Shirt,57.96
72390,HotPink Sweatshirt,Sweatshirt,98.07
72391,ForestGreen Sweatshirt,Sweatshirt,55.69
72392,OldLace Sweatshirt,Sweatshirt,79.6
72393,MediumSlateBlue Sweatshirt,Sweatshirt,59.95
72394,GhostWhite Shirt,Shirt,21.06
72395,Linen Sweatshirt,Sweatshirt,55.4
72396,MediumOrchid Sweatshirt,Sweatshirt,55.49
72397,Violet Sweatshirt,Sweatshirt,49.17
72398,Blue Shirt,Shirt,72.0
72399,MediumSeaGreen Sweatshirt,Sweatshirt,69.53
72400,BurlyWood Shirt,Shirt,30.18
72401,Red Sweatshirt,Sweatshirt,94.29
72402,ForestGreen Sweatshirt,Sweatshirt,76.02
72403,Moccasin Jacket,Jacket,61.12
72404,Coral Shirt,Shirt,82.2
72405,AliceBlue Shirt,Shirt,56.7
72406,MediumSeaGreen Sweatshirt,Sweatshirt,90.34
72407,DarkRed Shirt,Shirt,49.2
72408,WhiteSmoke Shirt,Shirt,29.36
72409,Indigo Sweatshirt,Sweatshirt,47.56
72410,Teal Shirt,Shirt,71.07
72411,DodgerBlue Shirt,Shirt,49.05
72412,Azure Shirt,Shirt,39.43
72413,DarkRed Sweatshirt,Sweatshirt,90.45
72414,YellowGreen Sweatshirt,Sweatshirt,73.36
72415,DarkSlateGray Shirt,Shirt,31.97
72416,Cornsilk Sweatshirt,Sweatshirt,63.85
72417,LightBlue Shirt,Shirt,61.48
72418,Moccasin Sweatshirt,Sweatshirt,79.92
72419,Snow Sweatshirt,Sweatshirt,76.52
72420,SteelBlue Shirt,Shirt,99.5
72421,PowderBlue Sweatshirt,Sweatshirt,71.19
72422,LightSkyBlue Shirt,Shirt,47.04
72423,Crimson Jacket,Jacket,33.97
72424,Aquamarine Jacket,Jacket,74.35
72425,DarkGoldenRod Jacket,Jacket,87.5
72426,Gainsboro Shirt,Shirt,56.21
72427,Brown Sweatshirt,Sweatshirt,65.12
72428,Brown Jacket,Jacket,75.5
72429,MediumBlue Shirt,Shirt,80.24
72430,MidnightBlue Sweatshirt,Sweatshirt,96.33
72431,DarkSalmon Sweatshirt,Sweatshirt,34.28
72432,MediumAquaMarine Sweatshirt,Sweatshirt,62.34
72433,Plum Sweatshirt,Sweatshirt,73.64
72434,LightPink Sweatshirt,Sweatshirt,97.68
72435,HoneyDew Shirt,Shirt,21.77
72436,OrangeRed Sweatshirt,Sweatshirt,56.77
72437,Linen Sweatshirt,Sweatshirt,71.04
72438,LightSlateGray Shirt,Shirt,68.76
72439,RoyalBlue Sweatshirt,Sweatshirt,88.67
72440,LightSeaGreen Sweatshirt,Sweatshirt,20.89
72441,DarkGreen Shirt,Shirt,71.79
72442,BlanchedAlmond Shirt,Shirt,44.9
72443,Lime Shirt,Shirt,68.02
72444,BlueViolet Jacket,Jacket,37.66
72445,MediumSpringGreen Sweatshirt,Sweatshirt,89.79
72446,LightGreen Shirt,Shirt,81.67
72447,IndianRed Shirt,Shirt,46.32
72448,White Jacket,Jacket,99.24
72449,SlateBlue Sweatshirt,Sweatshirt,48.88
72450,MediumSlateBlue Sweatshirt,Sweatshirt,47.76
72451,Moccasin Sweatshirt,Sweatshirt,58.11
72452,Teal Shirt,Shirt,34.06
72453,Violet Shirt,Shirt,25.13
72454,Orange Shirt,Shirt,67.32
72455,Peru Sweatshirt,Sweatshirt,76.27
72456,Turquoise Sweatshirt,Sweatshirt,22.19
72457,SeaGreen Shirt,Shirt,68.23
72458,SeaShell Jacket,Jacket,87.95
72459,BlueViolet Sweatshirt,Sweatshirt,96.14
72460,Plum Jacket,Jacket,96.91
72461,MediumAquaMarine Shirt,Shirt,36.54
72462,MintCream Sweatshirt,Sweatshirt,70.17
72463,Blue Sweatshirt,Sweatshirt,50.65
72464,Orange Shirt,Shirt,89.54
72465,PaleGoldenRod Sweatshirt,Sweatshirt,53.71
72466,SeaGreen Shirt,Shirt,86.91
72467,LightCyan Shirt,Shirt,68.61
72468,MediumAquaMarine Sweatshirt,Sweatshirt,68.89
72469,SkyBlue Sweatshirt,Sweatshirt,93.23
72470,Fuchsia Sweatshirt,Sweatshirt,49.52
72471,Azure Shirt,Shirt,30.47
72472,Beige Shirt,Shirt,99.18
72473,Tomato Shirt,Shirt,95.93
72474,MintCream Jacket,Jacket,65.28
72475,Bisque Sweatshirt,Sweatshirt,35.03
72476,Orchid Sweatshirt,Sweatshirt,31.84
72477,Gray Shirt,Shirt,78.54
72478,MediumSpringGreen Shirt,Shirt,94.49
72479,GhostWhite Sweatshirt,Sweatshirt,92.43
72480,Green Jacket,Jacket,95.87
72481,BlueViolet Jacket,Jacket,60.7
72482,SaddleBrown Sweatshirt,Sweatshirt,44.31
72483,DarkSlateGray Sweatshirt,Sweatshirt,34.32
72484,DarkOliveGreen Sweatshirt,Sweatshirt,88.3
72485,MediumSpringGreen Shirt,Shirt,40.99
72486,Black Sweatshirt,Sweatshirt,53.97
72487,RosyBrown Sweatshirt,Sweatshirt,68.62
72488,Black Shirt,Shirt,80.68
72489,LightSteelBlue Sweatshirt,Sweatshirt,86.95
72490,Maroon Sweatshirt,Sweatshirt,76.63
72491,BlueViolet Shirt,Shirt,42.11
72492,Aquamarine Shirt,Shirt,61.53
72493,DarkSalmon Sweatshirt,Sweatshirt,36.3
72494,Crimson Jacket,Jacket,23.84
72495,OrangeRed Sweatshirt,Sweatshirt,61.07
